place,description,category,price,latitude,longitude
Kalinampu Natural Park,0,Umum,Tidak diketahui.,-7.968594,110.3473611
Brug Londho River Track,0,Umum,Tidak diketahui.,-7.7064216,110.4195737
Monument obelisk 1 Century of Muhammadiyah,0,Umum,Tidak diketahui.,-7.8131132,110.3221465
OMAH ELABU,0,Umum,Tidak diketahui.,-7.8499751,110.4795727
Watu Loncat,0,Umum,Tidak diketahui.,-7.8763184,110.4524533
Pantai Imorenggo,0,Umum,Tidak diketahui.,-7.9658312,110.1824816
Sungai Oya,0,Umum,Tidak diketahui.,-7.9539315,110.4246111
Tourism Village Pandeyan,0,Umum,Tidak diketahui.,-7.814481,110.386165
Wisata Taman Kelinci Borobudur,0,Umum,Tidak diketahui.,-7.6223711,110.2216511
JOGJA TREVELING,0,Umum,Tidak diketahui.,-7.7654126,110.3422458
Spot Pintoe Langit Dahromo,0,Umum,Tidak diketahui.,-7.9121203,110.4365253
TeknoPark Mega Andalan,0,Umum,Tidak diketahui.,-7.803753,110.4830177
Tourism Village Duchy,0,Umum,Tidak diketahui.,-7.806093,110.35831
Sukmojoyo Hill,0,Umum,Tidak diketahui.,-7.6301034,110.1752282
Patung Monyet Kaliurang,0,Umum,Tidak diketahui.,-7.5999674,110.4294736
KAWIDASRI,0,Umum,Tidak diketahui.,-7.6372592,110.3891213
Nglangkap Beach,0,Umum,Tidak diketahui.,-8.1107366,110.479256
Taman Wisata Candi Sojiwan,0,Umum,Tidak diketahui.,-7.7604197,110.4955436
Candi Wisnu,0,Umum,Tidak diketahui.,-7.751692,110.4912105
Kampung Wisata Sosromenduran,0,Umum,Tidak diketahui.,-7.79219,110.362151
Guide Francophone et Chauffeur de Voiture Privé de Voyage Yogyakarta Java Indonésie,0,Umum,Tidak diketahui.,-7.8206473,110.3773068
Pantai Botorubuh,0,Umum,Tidak diketahui.,-8.2003473,110.7082335
Candi Dawangsari,0,Umum,Tidak diketahui.,-7.7743486,110.4973873
Ijo Temple Wooden Mosque,"Pasoedjoedan Al Liwung or known as the Ijo Temple Mosque is a mosque that was built not far from the Ijo Temple. Where we know, Ijo Temple is the highest temple in Yogyakarta. This mosque is characterized by a modern traditional building, with a touch of teak wood ornaments. This mosque is designed in such a way that visitors, especially those who want to worship, feel natural comfort. From this mosque you can also see the expanse of the city of Yogyakarta and especially Adi Sucipto Airport. The open-designed mosque building makes it seem like worship is at one with nature.",Umum,0.0,-7.7847528,110.5128442
Gua Permoni,0,Umum,Tidak diketahui.,-7.8796951,110.3965111
Tawangrejo Agro Tourism,0,Umum,Tidak diketahui.,-7.6354887,110.4032545
Bukit Gunung Kidul Pantai Indrayanti,0,Umum,Tidak diketahui.,-8.1501214,110.6121077
Pemancingan Sungkono,0,Umum,Tidak diketahui.,-7.9436745,110.2288385
Gantangan Lomba Burung New POSJAKAL,0,Umum,Tidak diketahui.,-7.7459912,110.3916566
Kids Fun - Blaster Boat,0,Umum,Tidak diketahui.,-7.8285087,110.4400289
Kids Fun - Arung Jeram,0,Umum,Tidak diketahui.,-7.8285622,110.4412651
THR Gabusan Square,0,Umum,Tidak diketahui.,-7.8773087,110.3520114
Gedung Jefferson,0,Umum,Tidak diketahui.,-7.7832145,110.3658164
Taman Lampion Candi Plaosan,0,Umum,Tidak diketahui.,-7.7402939,110.5053448
Grojogan Pucung,0,Umum,Tidak diketahui.,-7.990371,110.3421397
Gallery Amri Yahya,0,Umum,Tidak diketahui.,-7.7992289,110.3537936
Pantai Daud,0,Umum,Tidak diketahui.,-8.157724,110.6246487
Pantai Parangracuk,0,Umum,Tidak diketahui.,-8.1316897,110.5447417
Pantai Sundak Timur,0,Umum,Tidak diketahui.,-8.147072,110.6079043
Museum Batik Keraton Yogyakarta,"At the Yogyakarta Palace Batik Museum, tourists will be treated to around 2,000 original motifs of the royal family. Unlike other museum rooms in the Palace complex, specifically in the Batik museum, visitors are prohibited from taking pictures. There are photos of kings and queens from generation to generation complete with philosophical explanations","Budaya dan Sejarah, Museum",20000.0,-7.8075139,110.3645895
Turunan Stone Park,0,Umum,Tidak diketahui.,-7.9730132,110.4351912
Gerojogan Jurugan,0,Umum,Tidak diketahui.,-7.7005813,110.2359752
Grenjeng Water Park,0,Umum,Tidak diketahui.,-7.6563532,110.3857548
Museum Padepokan Sumber Karahajon,0,Umum,Tidak diketahui.,-7.859559,110.409273
Puncak Kuda Sembrani-Desa Wisata Banjarasri,0,Umum,Tidak diketahui.,-7.6920487,110.2131553
WATER PARK DESA SUDIMORO,0,Umum,Tidak diketahui.,-7.6132549,110.3519173
Kids Fun Mirota Pasaraya,0,Umum,Tidak diketahui.,-7.7529211,110.3846346
Museum Romo Mangun,0,Umum,Tidak diketahui.,-7.7841172,110.3709179
TemenNyantai TransWisata,0,Umum,Tidak diketahui.,-7.7689452,110.4261352
Goa Pego,0,Umum,Tidak diketahui.,-7.9990794,110.3705074
Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,0,Umum,Tidak diketahui.,-7.7839154,110.3932776
GRINATA ADVENTURE 1,0,Umum,Tidak diketahui.,-7.5902269,110.4423564
Teras Merapi,0,Umum,Tidak diketahui.,-7.5876903,110.4558767
Kori Agung Masjid Gedhe Mataram Kotagede,0,Umum,Tidak diketahui.,-7.8294965,110.3985073
Museum Sidik Martowidjojo,0,Umum,Tidak diketahui.,-7.8084446,110.3629506
Yogyakarta Night Tours - Meeting Point Klasik : Historical Walking and Food Tour,0,Umum,Tidak diketahui.,-7.797444,110.3653174
Borobudur Prambanan Tour,0,Umum,Tidak diketahui.,-7.8208261,110.3769404
Ekowisata Nologaten,0,Umum,Tidak diketahui.,-7.7748937,110.3988399
Kids Waterpark & Replika Taman Satwa,0,Umum,Tidak diketahui.,-7.6210027,110.4224484
Puncak watu wayang,0,Umum,Tidak diketahui.,-7.8401664,110.5496579
Wisata Pangol Hill,0,Umum,Tidak diketahui.,-7.8353888,110.4590277
Candi Kelir,0,Umum,Tidak diketahui.,-7.7520476,110.4918414
"Desa Wisata ""Bedog Ilir""",0,Umum,Tidak diketahui.,-7.7795584,110.3281743
Goa Branjang,0,Umum,Tidak diketahui.,-8.0251346,110.3483546
LAVA TOUR MERAPI PM ADVENTURE,0,Umum,Tidak diketahui.,-7.6133163,110.4264733
Museum Monumen Kowani,0,Umum,Tidak diketahui.,-7.7823912,110.4023938
Bangunan Jembatan Merah,0,Umum,Tidak diketahui.,-7.7633465,110.3942161
Candi Gebang,0,Umum,Tidak diketahui.,-7.751691,110.4163246
Desa Wisata Kembang Wonderful,0,Umum,Tidak diketahui.,-7.6349344,110.3837672
Mates Landscape,0,Umum,Tidak diketahui.,-7.8354971,110.278055
Pantai Ngondo,0,Umum,Tidak diketahui.,-8.1802873,110.6759738
Situs Candi Banjaran,0,Umum,Tidak diketahui.,-7.7215546,110.5259585
Tugu Ireng (Dusun Putat),0,Umum,Tidak diketahui.,-7.9581348,110.5170714
Merapi Park Wahana Air,0,Umum,Tidak diketahui.,-7.6210688,110.422686
Puncak Kobango Bike Park,0,Umum,Tidak diketahui.,-7.8976603,110.407079
TripJogja - Fotografer - Videografer - Edit Foto - Paket Wisata,0,Umum,Tidak diketahui.,-7.776267,110.3527029
Kori Barat Masjid Gedhe Mataram Kotagede,0,Umum,Tidak diketahui.,-7.8290325,110.3983065
Tugu Mintoragan,0,Umum,Tidak diketahui.,-7.8374755,110.4236451
Candi ASU Klaten,"Located in Dk. Bener Ds. Bugisan Kec. Prambanan Klaten, Asu Temple which is located outside the Prambanan Tourism Park complex is approximately 1 km from the Prambanan Tourism Park complex and is near residential areas. The current form of the temple looks scattered but has been protected by a fence.",Budaya dan Sejarah,3000.0,-7.7423022,110.5155871
Candi Plaosan Lor,0,Umum,3000.0,-7.7403775,110.5047736
"Kali ""Bladeran""",0,Umum,Tidak diketahui.,-7.6942818,110.2359799
MUSEUM GARUDA,0,Umum,Tidak diketahui.,-7.8480274,110.3526747
Museum Muhamadiyah,0,Umum,Tidak diketahui.,-7.8342532,110.3837813
Musium Waterpark Wonoboyo,0,Umum,Tidak diketahui.,-7.730046,110.536511
Padepokan suroloyo,0,Umum,Tidak diketahui.,-7.9497203,110.5415388
Pantai dluwok,0,Umum,Tidak diketahui.,-8.1205585,110.5076863
Pendopo Pilahan,0,Umum,Tidak diketahui.,-7.8150311,110.4005391
Borobudur Tour From Semarang Port,0,Umum,Tidak diketahui.,-7.809607,110.372001
Bukit white stone,0,Umum,Tidak diketahui.,-7.9061342,110.4563002
Candi Card,0,Umum,Tidak diketahui.,-7.702717,110.4110383
Desa Wisata Trumpon,0,Umum,Tidak diketahui.,-7.6246794,110.3601189
Graceland 66,0,Umum,Tidak diketahui.,-7.7763136,110.4071704
Kids Fun Ferrari,0,Umum,Tidak diketahui.,-7.8289621,110.4403391
Kids Fun Jurrasic Park,0,Umum,Tidak diketahui.,-7.8288707,110.4408115
Lapangan Reklamasi Ngentak,0,Umum,Tidak diketahui.,-7.7129217,110.3384292
Mushola Kawasan Wisata Candi Prambanan,0,Umum,Tidak diketahui.,-7.7498116,110.4943356
Sepeda Mabur Sindu Kusuma Edupark,0,Umum,Tidak diketahui.,-7.7660586,110.3554968
Stonehange,0,Umum,Tidak diketahui.,-7.6021664,110.4477547
Watu Masjid,0,Umum,Tidak diketahui.,-7.9553099,110.4275744
Bangsal Kencana,0,Umum,Tidak diketahui.,-7.8077158,110.3638489
Candi Sumberwatu,0,Umum,Tidak diketahui.,-7.7684278,110.4965595
Kotagede Heritage Trail,0,Umum,Tidak diketahui.,-7.8263088,110.398512
Museum Temporer Sonobudoyo,0,Umum,Tidak diketahui.,-7.8019387,110.3644618
Mushola Candi Banyunibo,0,Umum,Tidak diketahui.,-7.778495,110.4946377
New Destination Wisata Desa Terong,0,Umum,Tidak diketahui.,-7.8761445,110.4582338
Obyek Wisata BKK kendal sari,0,Umum,Tidak diketahui.,-7.6290107,110.4908773
Pantai Daerah Yogyakarta,0,Umum,Tidak diketahui.,-7.8753849,110.4262088
Patung Kuda GMJR,0,Umum,Tidak diketahui.,-7.8552045,110.3140355
Permandian Alami Dan Supernatural,0,Umum,Tidak diketahui.,-7.7046102,110.3526466
Raharjo Tour,0,Umum,Tidak diketahui.,-7.8266281,110.4077844
TAMAN GROUNDSILL BENDUNG TEGAL,0,Umum,Tidak diketahui.,-7.9341898,110.3653539
Vegetalika Faperta UGM,0,Umum,Tidak diketahui.,-7.7678488,110.3818991
Watu Dandang,0,Umum,Tidak diketahui.,-7.8919557,110.4068584
Wisata Batu Titanic,0,Umum,Tidak diketahui.,-7.9459282,110.4146063
WISATA CANDI SARI,0,Umum,Tidak diketahui.,-7.7615828,110.4740437
Wisata Jaga Bendung,0,Umum,Tidak diketahui.,-7.9087427,110.3797906
Aisha tour planner & transport service,0,Umum,Tidak diketahui.,-7.7972273,110.3905519
Candi Pembakaran,0,Umum,Tidak diketahui.,-7.7690965,110.4885363
Embung Bangeran,0,Umum,Tidak diketahui.,-7.7923528,110.3962255
Gazebo Bukit Watu Pengklik Sriharjo,0,Umum,Tidak diketahui.,-7.9458817,110.4274973
Graha Candi,0,Umum,Tidak diketahui.,-7.8265832,110.47927
Jati Meranggas,0,Umum,Tidak diketahui.,-7.8588559,110.4438313
Jatirejo Village Tour : Local Life Discovery,0,Umum,Tidak diketahui.,-7.7343679,110.3717056
JOLLY ROGER TATTOO,0,Umum,Tidak diketahui.,-7.780561,110.392352
Jurang Tembelan Kreen,0,Umum,Tidak diketahui.,-7.940161,110.4299338
Lawang Ijo,0,Umum,Tidak diketahui.,-7.8279009,110.3966895
Monumen Deles Indah,0,Umum,Tidak diketahui.,-7.572719,110.467008
Monumen Serang Umum 1 Maret,0,Umum,Tidak diketahui.,-7.8096391,110.3551478
Museum Pendidikan dan Mainan Kolong Tangga,0,Umum,Tidak diketahui.,-7.8001114,110.3679986
Nggunungan,0,Umum,Tidak diketahui.,-7.8679853,110.4514578
"Pancuran ""Tirip Kulon""",0,Umum,Tidak diketahui.,-7.6920244,110.2337952
Sasana Tirta Kembaran,0,Umum,Tidak diketahui.,-7.830802,110.3349744
Sokkel klok voor Eeuw Nederlandsch-Indische,0,Umum,Tidak diketahui.,-7.7995673,110.3649177
Sumber Kluthuk,0,Umum,Tidak diketahui.,-7.6655711,110.3521031
Taman Rekrasi Lembah Bedog,0,Umum,Tidak diketahui.,-7.6800812,110.3545714
Air Terjun Kedung Manglu,0,Umum,Tidak diketahui.,-7.937667,110.408222
Air Terjun Sindet,0,Umum,Tidak diketahui.,-7.9011588,110.3934474
Andi Bayou Museum,0,Umum,Tidak diketahui.,-7.7759703,110.3485938
BACKSPACE Art Lab and Museum,0,Umum,Tidak diketahui.,-7.8503547,110.351145
Bangsal Pengapit Pasewakan,0,Umum,Tidak diketahui.,-7.8076645,110.3651385
Beneran waterpark,0,Umum,Tidak diketahui.,-7.6560857,110.3858688
Bintang Pradana Jogja Tour,0,Umum,Tidak diketahui.,-7.7593783,110.3716453
bukit indah patuk,0,Umum,Tidak diketahui.,-7.8505258,110.4772342
Camping ground lor sambi,0,Umum,Tidak diketahui.,-7.6429172,110.4277772
Candi Ambyar,0,Umum,Tidak diketahui.,-7.6773077,110.5570963
Castelo de Água do Sultanato de Yogyakarta,0,Umum,Tidak diketahui.,-7.8100995,110.3596395
Desa Wisata Budaya Agro dan Edukasi Daratan Sendangarum,0,Umum,Tidak diketahui.,-7.7439149,110.2579678
Desa Wisata Fauna Ketingan,0,Umum,Tidak diketahui.,-7.743062,110.3292115
Dewi Suba,0,Umum,Tidak diketahui.,-7.5907274,110.3334618
Djumbidi keluarga,0,Umum,Tidak diketahui.,-7.8624582,110.4904404
Gapura Sawojajar Wijilan,0,Umum,Tidak diketahui.,-7.8052478,110.3666595
Jalur Lahar Point Kaliadem,0,Umum,Tidak diketahui.,-7.5827709,110.4486854
Jasa Citytour - Private Trip - Tour - Fotografi - Antar Bandara Jogja,0,Umum,Tidak diketahui.,-7.7792349,110.3499756
Jembatan Diro,0,Umum,Tidak diketahui.,-7.73769,110.2342277
Kali Gede Banyumeneng,0,Umum,Tidak diketahui.,-7.9909547,110.4022933
Kampung wisata wonorejo,0,Umum,Tidak diketahui.,-7.6237978,110.4177307
Luweng Mendur,0,Umum,Tidak diketahui.,-8.02129,110.36932
Masjid Al-Huda Candi 3,0,Umum,Tidak diketahui.,-7.7040906,110.4096107
Museum Kristal dan Cinderamata Keraton Yogyakarta,0,Umum,Tidak diketahui.,-7.807964,110.364513
Museum of Struggle,0,Umum,Tidak diketahui.,-7.8164905,110.3718611
Museum Omah Jayeng,0,Umum,Tidak diketahui.,-7.7995295,110.3726029
Omah maggot ngaglik,0,Umum,Tidak diketahui.,-7.7130748,110.3945574
Pantai Bidara Tourism,0,Umum,Tidak diketahui.,-7.932481,110.1127314
Pantai Pasir Mendit,0,Umum,Tidak diketahui.,-7.8943492,110.0194606
Patung Kaligintung Lor,0,Umum,Tidak diketahui.,-7.8795782,110.0885
Patung Kuda Dringo,0,Umum,Tidak diketahui.,-7.9999241,110.3440947
PATUNG SULTAN AGUNG Imogiri,0,Umum,Tidak diketahui.,-7.919995,110.3815984
Pemancingan Adi Winata,0,Umum,Tidak diketahui.,-7.7045773,110.5120115
Ruang Perawatan Jenderal Soedirman,0,Umum,Tidak diketahui.,-7.7764736,110.3767439
Situs Gedong Pusoko,0,Umum,Tidak diketahui.,-7.807846,110.4037578
Taman Edukasi dan Outbound Sunan Kalijaga,0,Umum,Tidak diketahui.,-7.8092066,110.4132518
Wisata Air Wanatirta Kencana,"The water rides at Tirta Kencana Water Park are quite complete, starting from water sleds specifically for children, and also provided water sleds specifically for adults. The swimming pool is a favorite place for tourists to enjoy the fresh water which is also divided for children and adults.",Wisata Air,15000.0,-7.8914433,110.548354
